age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
32,blue-collar,married,secondary,b'eWVz',b'LTE=',b'eWVz',no,unknown,9,may,653,1,-1,b'MA==',unknown,yes
60,technician,married,primary,b'bm8=',b'NjU=',b'eWVz',no,unknown,9,may,1028,2,-1,b'MA==',unknown,yes
26,blue-collar,single,secondary,b'bm8=',b'ODI=',b'eWVz',no,unknown,9,may,654,1,-1,b'MA==',unknown,yes
40,blue-collar,married,secondary,b'bm8=',b'MTA=',b'eWVz',no,unknown,9,may,1692,2,-1,b'MA==',unknown,yes
33,blue-collar,divorced,primary,b'bm8=',b'Mzkw',b'eWVz',no,unknown,9,may,665,2,-1,b'MA==',unknown,yes
32,management,single,tertiary,b'bm8=',b'MzEx',b'bm8=',no,unknown,12,may,757,2,-1,b'MA==',unknown,yes
35,blue-collar,married,primary,b'bm8=',b'NDE0',b'bm8=',no,unknown,13,may,504,4,-1,b'MA==',unknown,yes
33,management,divorced,secondary,b'bm8=',b'NQ==',b'eWVz',no,unknown,13,may,1346,1,-1,b'MA==',unknown,yes
38,management,married,tertiary,b'bm8=',b'MTE5',b'eWVz',no,unknown,13,may,568,4,-1,b'MA==',unknown,yes
23,entrepreneur,single,primary,b'bm8=',b'NA==',b'eWVz',no,unknown,13,may,395,2,-1,b'MA==',unknown,yes
60,blue-collar,married,primary,b'bm8=',b'MTI2Mg==',b'eWVz',yes,unknown,13,may,1015,1,-1,b'MA==',unknown,yes
48,management,married,tertiary,b'bm8=',b'MTk0OQ==',b'eWVz',no,unknown,13,may,683,2,-1,b'MA==',unknown,yes
45,entrepreneur,divorced,tertiary,b'bm8=',b'LTM5NQ==',b'eWVz',no,unknown,13,may,470,1,-1,b'MA==',unknown,yes
36,blue-collar,married,secondary,b'bm8=',b'MTE2NQ==',b'eWVz',no,unknown,13,may,1001,4,-1,b'MA==',unknown,yes
52,management,married,unknown,b'bm8=',b'MjI0MA==',b'eWVz',no,unknown,13,may,845,1,-1,b'MA==',unknown,yes
35,blue-collar,divorced,primary,b'bm8=',b'MzAw',b'eWVz',no,unknown,13,may,945,2,-1,b'MA==',unknown,yes
43,technician,married,secondary,b'bm8=',b'MzI4NQ==',b'eWVz',no,unknown,13,may,1721,2,-1,b'MA==',unknown,yes
52,housemaid,married,secondary,b'bm8=',b'MzkyMw==',b'eWVz',no,unknown,14,may,942,3,-1,b'MA==',unknown,yes
53,technician,divorced,primary,b'bm8=',b'MTQ0Mw==',b'eWVz',no,unknown,14,may,476,1,-1,b'MA==',unknown,yes
48,blue-collar,divorced,primary,b'bm8=',b'MjQ=',b'eWVz',no,unknown,14,may,832,1,-1,b'MA==',unknown,yes
41,blue-collar,single,primary,b'bm8=',b'MTYxOA==',b'eWVz',no,unknown,14,may,1553,1,-1,b'MA==',unknown,yes
39,management,divorced,tertiary,b'bm8=',b'NTE3',b'eWVz',yes,unknown,14,may,1328,1,-1,b'MA==',unknown,yes
59,retired,married,secondary,b'bm8=',b'MTUyMQ==',b'eWVz',yes,unknown,14,may,1125,2,-1,b'MA==',unknown,yes
41,blue-collar,married,secondary,b'bm8=',b'MjgyMw==',b'eWVz',no,unknown,14,may,858,1,-1,b'MA==',unknown,yes
48,blue-collar,married,secondary,b'bm8=',b'MTQwNQ==',b'eWVz',no,unknown,14,may,629,2,-1,b'MA==',unknown,yes
40,admin.,married,secondary,b'bm8=',b'MTUzNQ==',b'eWVz',no,unknown,14,may,704,1,-1,b'MA==',unknown,yes
48,blue-collar,married,secondary,b'bm8=',b'MTU5Ng==',b'eWVz',no,unknown,14,may,760,1,-1,b'MA==',unknown,yes
60,retired,married,primary,b'bm8=',b'MTU0Mg==',b'eWVz',no,unknown,14,may,930,1,-1,b'MA==',unknown,yes
40,technician,single,unknown,b'bm8=',b'MzY1Mg==',b'eWVz',no,unknown,14,may,1028,2,-1,b'MA==',unknown,yes
57,technician,married,tertiary,b'bm8=',b'LTE=',b'bm8=',no,unknown,14,may,850,2,-1,b'MA==',unknown,yes
51,blue-collar,married,secondary,b'bm8=',b'NzE4MA==',b'eWVz',no,unknown,14,may,927,1,-1,b'MA==',unknown,yes
41,blue-collar,divorced,secondary,b'bm8=',b'NTI5MQ==',b'eWVz',no,unknown,14,may,1423,3,-1,b'MA==',unknown,yes
41,blue-collar,married,secondary,b'bm8=',b'MTM4NA==',b'eWVz',no,unknown,15,may,1162,4,-1,b'MA==',unknown,yes
52,blue-collar,divorced,primary,b'bm8=',b'LTE5MQ==',b'eWVz',no,unknown,15,may,755,1,-1,b'MA==',unknown,yes
59,blue-collar,married,primary,b'bm8=',b'MzIw',b'eWVz',no,unknown,15,may,695,1,-1,b'MA==',unknown,yes
44,blue-collar,married,unknown,b'bm8=',b'MTQ2',b'eWVz',no,unknown,15,may,483,1,-1,b'MA==',unknown,yes
49,unknown,married,primary,b'bm8=',b'MzQx',b'eWVz',yes,unknown,15,may,520,2,-1,b'MA==',unknown,yes
40,services,married,primary,b'bm8=',b'LTk=',b'eWVz',no,unknown,15,may,920,2,-1,b'MA==',unknown,yes
41,admin.,married,primary,b'bm8=',b'LTMwNg==',b'eWVz',no,unknown,15,may,500,1,-1,b'MA==',unknown,yes
44,technician,married,tertiary,b'bm8=',b'NDU4MA==',b'eWVz',no,unknown,15,may,911,2,-1,b'MA==',unknown,yes
60,services,single,primary,b'bm8=',b'MzEz',b'eWVz',no,unknown,15,may,920,2,-1,b'MA==',unknown,yes
29,management,married,tertiary,b'bm8=',b'MTA1NzY=',b'bm8=',no,unknown,15,may,1224,2,-1,b'MA==',unknown,yes
41,retired,divorced,primary,b'bm8=',b'LTIzMw==',b'eWVz',no,unknown,15,may,1156,2,-1,b'MA==',unknown,yes
41,blue-collar,married,primary,b'bm8=',b'MjQ1Mw==',b'eWVz',no,unknown,15,may,1052,1,-1,b'MA==',unknown,yes
42,technician,single,secondary,b'bm8=',b'MTM2NA==',b'eWVz',no,unknown,15,may,1867,6,-1,b'MA==',unknown,yes
36,services,single,unknown,b'bm8=',b'Mjgx',b'eWVz',no,unknown,16,may,515,1,-1,b'MA==',unknown,yes
39,technician,married,tertiary,b'bm8=',b'OTQ=',b'eWVz',yes,unknown,16,may,813,1,-1,b'MA==',unknown,yes
31,self-employed,single,tertiary,b'bm8=',b'MTQ0',b'eWVz',no,unknown,16,may,676,1,-1,b'MA==',unknown,yes
26,blue-collar,married,secondary,b'bm8=',b'MjQ2',b'eWVz',no,unknown,16,may,1143,3,-1,b'MA==',unknown,yes
31,blue-collar,married,secondary,b'bm8=',b'OTI=',b'eWVz',no,unknown,16,may,688,1,-1,b'MA==',unknown,yes
29,admin.,single,secondary,b'bm8=',b'MTYz',b'eWVz',yes,unknown,16,may,803,1,-1,b'MA==',unknown,yes
37,services,divorced,secondary,b'bm8=',b'NDk=',b'eWVz',no,unknown,16,may,619,2,-1,b'MA==',unknown,yes
33,blue-collar,single,secondary,b'bm8=',b'LTQxNg==',b'eWVz',no,unknown,16,may,767,2,-1,b'MA==',unknown,yes
24,technician,single,secondary,b'bm8=',b'NDA5',b'eWVz',no,unknown,16,may,912,1,-1,b'MA==',unknown,yes
50,admin.,divorced,secondary,b'bm8=',b'MzYz',b'eWVz',no,unknown,16,may,1340,1,-1,b'MA==',unknown,yes
27,technician,single,tertiary,b'bm8=',b'MzcwNg==',b'eWVz',no,unknown,16,may,897,1,-1,b'MA==',unknown,yes
54,management,single,tertiary,b'bm8=',b'NDM5Mw==',b'eWVz',no,unknown,16,may,1297,3,-1,b'MA==',unknown,yes
30,technician,single,secondary,b'bm8=',b'ODYz',b'eWVz',no,unknown,16,may,1193,5,-1,b'MA==',unknown,yes
34,blue-collar,married,primary,b'bm8=',b'Njk1',b'eWVz',yes,unknown,16,may,1064,4,-1,b'MA==',unknown,yes
37,management,single,secondary,b'bm8=',b'Nzky',b'eWVz',no,unknown,16,may,1187,4,-1,b'MA==',unknown,yes
41,admin.,single,secondary,b'bm8=',b'MTAyMA==',b'eWVz',no,unknown,19,may,882,1,-1,b'MA==',unknown,yes
47,blue-collar,married,secondary,b'bm8=',b'ODYz',b'eWVz',no,unknown,19,may,943,2,-1,b'MA==',unknown,yes
31,admin.,married,secondary,b'bm8=',b'OTc=',b'eWVz',no,unknown,19,may,607,1,-1,b'MA==',unknown,yes
31,blue-collar,married,secondary,b'bm8=',b'NzU0',b'eWVz',no,unknown,19,may,1022,4,-1,b'MA==',unknown,yes
43,services,divorced,secondary,b'bm8=',b'MTA0MA==',b'eWVz',no,unknown,19,may,552,3,-1,b'MA==',unknown,yes
37,management,divorced,tertiary,b'bm8=',b'MTIy',b'eWVz',no,unknown,19,may,1622,2,-1,b'MA==',unknown,yes
30,technician,single,tertiary,b'bm8=',b'ODgw',b'eWVz',yes,unknown,19,may,967,6,-1,b'MA==',unknown,yes
41,technician,married,secondary,b'bm8=',b'NTAx',b'eWVz',no,unknown,19,may,579,5,-1,b'MA==',unknown,yes
36,blue-collar,married,secondary,b'bm8=',b'NDQzOA==',b'eWVz',no,unknown,20,may,446,1,-1,b'MA==',unknown,yes
35,blue-collar,divorced,secondary,b'bm8=',b'MA==',b'eWVz',no,unknown,20,may,1205,1,-1,b'MA==',unknown,yes
29,services,single,secondary,b'bm8=',b'Mjcx',b'eWVz',no,unknown,20,may,1882,2,-1,b'MA==',unknown,yes
35,blue-collar,married,primary,b'bm8=',b'MTAy',b'eWVz',no,unknown,20,may,1334,1,-1,b'MA==',unknown,yes
31,blue-collar,married,secondary,b'bm8=',b'Mg==',b'eWVz',no,unknown,20,may,182,2,-1,b'MA==',unknown,yes
35,services,married,secondary,b'bm8=',b'NDE3MA==',b'eWVz',no,unknown,20,may,1777,1,-1,b'MA==',unknown,yes
34,technician,single,secondary,b'bm8=',b'ODU=',b'eWVz',no,unknown,20,may,1182,4,-1,b'MA==',unknown,yes
31,admin.,single,secondary,b'bm8=',b'NDMx',b'eWVz',yes,unknown,20,may,1045,1,-1,b'MA==',unknown,yes
44,technician,divorced,secondary,b'bm8=',b'OTgy',b'eWVz',no,unknown,20,may,650,3,-1,b'MA==',unknown,yes
36,blue-collar,married,primary,b'bm8=',b'NDA4',b'eWVz',yes,unknown,20,may,1063,2,-1,b'MA==',unknown,yes
35,blue-collar,married,unknown,b'bm8=',b'NDgyMg==',b'eWVz',no,unknown,20,may,843,2,-1,b'MA==',unknown,yes
41,blue-collar,married,primary,b'bm8=',b'MTI1MA==',b'eWVz',no,unknown,20,may,1392,2,-1,b'MA==',unknown,yes
31,blue-collar,single,primary,b'bm8=',b'MjE2',b'eWVz',no,unknown,21,may,565,1,-1,b'MA==',unknown,yes
34,blue-collar,married,secondary,b'bm8=',b'MTIwNw==',b'eWVz',no,unknown,21,may,905,1,-1,b'MA==',unknown,yes
32,technician,married,secondary,b'bm8=',b'Nzkx',b'eWVz',no,unknown,21,may,783,2,-1,b'MA==',unknown,yes
36,management,married,tertiary,b'bm8=',b'ODQ5',b'eWVz',yes,unknown,21,may,958,2,-1,b'MA==',unknown,yes
30,blue-collar,single,secondary,b'eWVz',b'MjM5',b'eWVz',no,unknown,21,may,412,1,-1,b'MA==',unknown,yes
37,technician,single,secondary,b'bm8=',b'MTIxMQ==',b'eWVz',no,unknown,21,may,795,1,-1,b'MA==',unknown,yes
36,blue-collar,married,primary,b'bm8=',b'NTk5',b'eWVz',no,unknown,21,may,649,2,-1,b'MA==',unknown,yes
31,management,single,tertiary,b'bm8=',b'ODI1',b'eWVz',no,unknown,21,may,506,2,-1,b'MA==',unknown,yes
27,technician,married,secondary,b'bm8=',b'MjE4Mw==',b'eWVz',yes,unknown,21,may,857,1,-1,b'MA==',unknown,yes
34,retired,married,primary,b'bm8=',b'NDQ5OQ==',b'bm8=',no,unknown,21,may,1681,1,-1,b'MA==',unknown,yes
30,technician,single,tertiary,b'bm8=',b'MTI4OQ==',b'eWVz',no,unknown,21,may,1697,2,-1,b'MA==',unknown,yes
32,technician,single,tertiary,b'bm8=',b'NDY2NQ==',b'eWVz',no,unknown,21,may,860,2,-1,b'MA==',unknown,yes
37,technician,single,secondary,b'bm8=',b'MzMyNg==',b'eWVz',no,unknown,21,may,799,1,-1,b'MA==',unknown,yes
32,blue-collar,married,secondary,b'bm8=',b'Nzgz',b'eWVz',no,unknown,21,may,923,3,-1,b'MA==',unknown,yes
33,blue-collar,married,secondary,b'bm8=',b'MA==',b'eWVz',no,unknown,21,may,521,3,-1,b'MA==',unknown,yes
35,blue-collar,married,primary,b'bm8=',b'OTk0',b'eWVz',no,unknown,23,may,1349,8,-1,b'MA==',unknown,yes
35,self-employed,divorced,tertiary,b'bm8=',b'MTM1NA==',b'eWVz',no,unknown,23,may,736,2,-1,b'MA==',unknown,yes
30,blue-collar,single,secondary,b'bm8=',b'MjM5',b'eWVz',no,unknown,23,may,785,1,-1,b'MA==',unknown,yes
45,blue-collar,divorced,primary,b'bm8=',b'LTMxMQ==',b'eWVz',no,unknown,23,may,1030,1,-1,b'MA==',unknown,yes
45,admin.,married,secondary,b'bm8=',b'MTQ5',b'eWVz',no,unknown,23,may,893,3,-1,b'MA==',unknown,yes
33,blue-collar,married,secondary,b'bm8=',b'MTQ2NA==',b'eWVz',no,unknown,23,may,588,3,-1,b'MA==',unknown,yes
44,management,divorced,tertiary,b'bm8=',b'NTc3Mw==',b'bm8=',no,unknown,23,may,597,6,-1,b'MA==',unknown,yes
40,blue-collar,married,primary,b'bm8=',b'Mjc4',b'eWVz',no,unknown,23,may,1015,3,-1,b'MA==',unknown,yes
31,blue-collar,married,secondary,b'bm8=',b'MjkxMA==',b'eWVz',no,unknown,23,may,1392,2,-1,b'MA==',unknown,yes
30,technician,married,tertiary,b'bm8=',b'NTQx',b'eWVz',no,unknown,26,may,414,2,-1,b'MA==',unknown,yes
44,technician,divorced,secondary,b'bm8=',b'MTI2Mg==',b'eWVz',no,unknown,26,may,788,11,-1,b'MA==',unknown,yes
34,services,married,secondary,b'bm8=',b'LTUzOA==',b'eWVz',no,unknown,26,may,682,1,-1,b'MA==',unknown,yes
37,blue-collar,married,secondary,b'bm8=',b'MTI1',b'bm8=',no,unknown,26,may,679,2,-1,b'MA==',unknown,yes
28,self-employed,single,tertiary,b'bm8=',b'MA==',b'eWVz',no,unknown,26,may,1560,2,-1,b'MA==',unknown,yes
32,admin.,single,secondary,b'bm8=',b'NjIw',b'eWVz',no,unknown,26,may,1234,3,-1,b'MA==',unknown,yes
37,blue-collar,divorced,secondary,b'bm8=',b'MzE2',b'eWVz',no,unknown,26,may,642,2,-1,b'MA==',unknown,yes
34,management,married,tertiary,b'bm8=',b'MjI4Nw==',b'eWVz',no,unknown,26,may,895,4,-1,b'MA==',unknown,yes
38,admin.,divorced,secondary,b'bm8=',b'MTk4',b'eWVz',no,unknown,26,may,431,2,-1,b'MA==',unknown,yes
28,admin.,single,secondary,b'bm8=',b'NDYw',b'eWVz',no,unknown,26,may,741,6,-1,b'MA==',unknown,yes
31,management,divorced,tertiary,b'bm8=',b'MTE0NQ==',b'eWVz',no,unknown,26,may,1272,4,-1,b'MA==',unknown,yes
59,services,married,secondary,b'bm8=',b'LTIy',b'eWVz',no,unknown,26,may,748,3,-1,b'MA==',unknown,yes
24,blue-collar,married,secondary,b'bm8=',b'Njg1',b'eWVz',no,unknown,26,may,896,3,-1,b'MA==',unknown,yes
26,services,single,secondary,b'bm8=',b'OTAx',b'eWVz',no,unknown,26,may,764,2,-1,b'MA==',unknown,yes
59,retired,single,secondary,b'bm8=',b'MzUx',b'eWVz',no,unknown,27,may,1063,5,-1,b'MA==',unknown,yes
30,entrepreneur,single,primary,b'bm8=',b'MA==',b'eWVz',yes,unknown,27,may,1051,1,-1,b'MA==',unknown,yes
37,admin.,married,secondary,b'bm8=',b'Mjc0',b'eWVz',no,unknown,27,may,731,3,-1,b'MA==',unknown,yes
30,admin.,single,secondary,b'bm8=',b'LTIxMw==',b'eWVz',yes,unknown,27,may,751,1,-1,b'MA==',unknown,yes
25,blue-collar,married,secondary,b'bm8=',b'OTc=',b'eWVz',no,unknown,27,may,709,1,-1,b'MA==',unknown,yes
44,services,divorced,secondary,b'bm8=',b'NTE=',b'eWVz',yes,unknown,27,may,3094,2,-1,b'MA==',unknown,yes
29,management,married,tertiary,b'bm8=',b'MzE0',b'bm8=',no,unknown,28,may,938,2,-1,b'MA==',unknown,yes
26,management,single,tertiary,b'bm8=',b'Njg0MA==',b'eWVz',no,unknown,28,may,1560,2,-1,b'MA==',unknown,yes
26,technician,single,secondary,b'bm8=',b'NjY4',b'eWVz',no,unknown,28,may,576,3,-1,b'MA==',unknown,yes
27,services,single,secondary,b'bm8=',b'NTQ=',b'eWVz',no,unknown,28,may,543,2,-1,b'MA==',unknown,yes
25,self-employed,single,secondary,b'bm8=',b'MTI0Mg==',b'eWVz',no,unknown,28,may,615,2,-1,b'MA==',unknown,yes
28,management,married,secondary,b'bm8=',b'Mjky',b'eWVz',no,unknown,28,may,507,1,-1,b'MA==',unknown,yes
23,services,single,secondary,b'bm8=',b'NjY1',b'eWVz',no,unknown,28,may,1183,1,-1,b'MA==',unknown,yes
34,management,single,tertiary,b'bm8=',b'MTA1OA==',b'eWVz',no,unknown,28,may,864,2,-1,b'MA==',unknown,yes
28,student,single,secondary,b'bm8=',b'OTQ5',b'eWVz',no,unknown,28,may,1730,1,-1,b'MA==',unknown,yes
51,entrepreneur,married,unknown,b'bm8=',b'NjA2',b'eWVz',no,unknown,28,may,560,9,-1,b'MA==',unknown,yes
35,blue-collar,married,secondary,b'bm8=',b'MA==',b'eWVz',yes,unknown,29,may,543,1,-1,b'MA==',unknown,yes
35,admin.,married,secondary,b'bm8=',b'NDA0',b'eWVz',no,unknown,29,may,539,1,-1,b'MA==',unknown,yes
56,blue-collar,married,secondary,b'bm8=',b'MjQ5',b'eWVz',no,unknown,29,may,791,2,-1,b'MA==',unknown,yes
45,unemployed,divorced,secondary,b'bm8=',b'MzM1NA==',b'eWVz',no,unknown,29,may,746,1,-1,b'MA==',unknown,yes
60,blue-collar,divorced,secondary,b'bm8=',b'MA==',b'eWVz',no,unknown,29,may,1207,1,-1,b'MA==',unknown,yes
56,technician,married,secondary,b'bm8=',b'NTg5',b'eWVz',no,unknown,29,may,535,2,-1,b'MA==',unknown,yes
27,management,single,tertiary,b'bm8=',b'MTI5NTY=',b'eWVz',no,unknown,29,may,789,3,-1,b'MA==',unknown,yes
30,admin.,married,secondary,b'bm8=',b'ODcz',b'eWVz',no,unknown,29,may,792,3,-1,b'MA==',unknown,yes
45,blue-collar,divorced,primary,b'bm8=',b'NTk0',b'eWVz',no,unknown,29,may,833,2,-1,b'MA==',unknown,yes
29,blue-collar,single,secondary,b'bm8=',b'LTIw',b'eWVz',no,unknown,29,may,814,2,-1,b'MA==',unknown,yes
38,management,divorced,tertiary,b'bm8=',b'NDY5Mg==',b'eWVz',no,unknown,29,may,1363,2,-1,b'MA==',unknown,yes
30,blue-collar,married,secondary,b'bm8=',b'NDg2',b'eWVz',no,unknown,29,may,1109,3,-1,b'MA==',unknown,yes
44,blue-collar,single,primary,b'bm8=',b'MTU5Mw==',b'eWVz',no,unknown,29,may,828,3,-1,b'MA==',unknown,yes
36,management,single,tertiary,b'bm8=',b'NzYwNg==',b'eWVz',no,unknown,30,may,917,1,-1,b'MA==',unknown,yes
38,technician,married,secondary,b'bm8=',b'MjI2',b'eWVz',no,unknown,30,may,762,3,-1,b'MA==',unknown,yes
36,blue-collar,single,secondary,b'bm8=',b'MzY2',b'eWVz',yes,unknown,30,may,1133,2,-1,b'MA==',unknown,yes
37,management,divorced,secondary,b'bm8=',b'MTY=',b'eWVz',no,unknown,30,may,638,1,-1,b'MA==',unknown,yes
35,management,single,tertiary,b'bm8=',b'NTY1',b'eWVz',no,unknown,30,may,763,1,-1,b'MA==',unknown,yes
38,admin.,divorced,secondary,b'bm8=',b'MTk=',b'eWVz',no,unknown,30,may,604,2,-1,b'MA==',unknown,yes
40,services,married,primary,b'bm8=',b'MTA4Mg==',b'eWVz',no,unknown,30,may,854,2,-1,b'MA==',unknown,yes
42,unemployed,divorced,secondary,b'bm8=',b'MTcxMw==',b'eWVz',no,unknown,30,may,855,2,-1,b'MA==',unknown,yes
46,management,divorced,tertiary,b'bm8=',b'MTQ0ODE=',b'eWVz',no,unknown,30,may,1269,1,-1,b'MA==',unknown,yes
35,technician,divorced,secondary,b'bm8=',b'NTcyNA==',b'eWVz',no,unknown,30,may,691,10,-1,b'MA==',unknown,yes
34,technician,divorced,secondary,b'bm8=',b'MTQ1MQ==',b'eWVz',no,unknown,30,may,1097,15,-1,b'MA==',unknown,yes
32,services,married,secondary,b'bm8=',b'LTM0',b'eWVz',no,unknown,30,may,1236,2,-1,b'MA==',unknown,yes
50,unemployed,married,secondary,b'bm8=',b'MzY3NA==',b'eWVz',no,unknown,30,may,886,3,-1,b'MA==',unknown,yes
35,blue-collar,married,secondary,b'bm8=',b'Njk4',b'eWVz',yes,unknown,30,may,1343,3,-1,b'MA==',unknown,yes
36,technician,single,secondary,b'bm8=',b'NDEzNg==',b'eWVz',no,unknown,30,may,812,3,-1,b'MA==',unknown,yes
53,blue-collar,divorced,primary,b'bm8=',b'MjY1Ng==',b'eWVz',no,unknown,30,may,1980,2,-1,b'MA==',unknown,yes
46,management,single,tertiary,b'bm8=',b'MjkwNA==',b'eWVz',no,unknown,30,may,984,2,-1,b'MA==',unknown,yes
26,management,single,tertiary,b'bm8=',b'MTAwNA==',b'eWVz',no,unknown,30,may,228,2,-1,b'MA==',unknown,yes
45,technician,single,secondary,b'bm8=',b'NDEw',b'eWVz',no,unknown,30,may,891,4,-1,b'MA==',unknown,yes
31,unemployed,divorced,primary,b'bm8=',b'MA==',b'eWVz',no,unknown,30,may,745,12,-1,b'MA==',unknown,yes
29,management,single,tertiary,b'bm8=',b'MA==',b'eWVz',no,unknown,30,may,539,12,-1,b'MA==',unknown,yes
53,entrepreneur,single,secondary,b'bm8=',b'NjI=',b'eWVz',no,unknown,30,may,1044,5,-1,b'MA==',unknown,yes
27,blue-collar,married,primary,b'bm8=',b'NDE2',b'eWVz',no,unknown,30,may,1193,2,-1,b'MA==',unknown,yes
39,management,married,tertiary,b'bm8=',b'Mjc2Mw==',b'eWVz',no,unknown,2,jun,526,2,-1,b'MA==',unknown,yes
36,services,married,secondary,b'bm8=',b'Mjk4NA==',b'eWVz',no,unknown,2,jun,394,1,-1,b'MA==',unknown,yes
41,blue-collar,married,primary,b'bm8=',b'MTQz',b'eWVz',yes,unknown,2,jun,659,2,-1,b'MA==',unknown,yes
36,services,married,primary,b'bm8=',b'MA==',b'eWVz',no,unknown,2,jun,1036,1,-1,b'MA==',unknown,yes
32,technician,married,secondary,b'bm8=',b'Njk2',b'eWVz',no,unknown,2,jun,815,1,-1,b'MA==',unknown,yes
35,services,married,secondary,b'bm8=',b'MTUy',b'eWVz',no,unknown,2,jun,563,1,-1,b'MA==',unknown,yes
36,management,single,tertiary,b'bm8=',b'LTc4',b'eWVz',no,unknown,2,jun,1068,1,-1,b'MA==',unknown,yes
35,management,married,tertiary,b'bm8=',b'ODY3',b'eWVz',no,unknown,2,jun,230,3,-1,b'MA==',unknown,yes
30,blue-collar,single,secondary,b'bm8=',b'OTUz',b'eWVz',no,unknown,2,jun,747,2,-1,b'MA==',unknown,yes
42,blue-collar,married,secondary,b'bm8=',b'NDQz',b'eWVz',no,unknown,2,jun,671,5,-1,b'MA==',unknown,yes
42,technician,single,secondary,b'eWVz',b'LTExMjk=',b'eWVz',no,unknown,2,jun,555,5,-1,b'MA==',unknown,yes
32,blue-collar,married,primary,b'bm8=',b'NDE1',b'eWVz',no,unknown,2,jun,777,4,-1,b'MA==',unknown,yes
